,customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
495,UV12583,California,,College,470058.38,76694.0,117.0,1/0/00,Personal Auto,SUV,561.6
496,JC11405,Oregon,,High School or Below,1096395.72,55687.0,276.0,1/0/00,Personal Auto,Luxury,1324.8
497,KA89683,Arizona,,High School or Below,252317.12,0.0,70.0,1/0/00,Personal Auto,Four-Door Car,504.0
498,BG85305,Nevada,,Doctor,375780.47,36633.0,96.0,1/1/00,Personal Auto,Four-Door Car,460.8
499,UQ87917,Oregon,,High School or Below,1294173.35,77060.0,106.0,1/0/00,Personal Auto,SUV,468.566133
500,XN11823,Nevada,,Bachelor,376446.51,92600.0,94.0,1/0/00,Corporate Auto,Two-Door Car,842.43785
501,OS46571,California,,High School or Below,688955.7,0.0,66.0,1/0/00,Personal Auto,Four-Door Car,475.2
502,PX17116,Nevada,,College,362345.42,0.0,111.0,1/2/00,Corporate Auto,SUV,1171.9311699999998
503,RP19541,Arizona,,College,758211.38,64801.0,64.0,1/0/00,Personal Auto,Four-Door Car,268.471802
504,ZR25747,Oregon,,College,827774.56,45257.0,103.0,1/0/00,Corporate Auto,Two-Door Car,494.4
505,NQ86532,California,,High School or Below,257645.56,26854.0,66.0,1/0/00,Personal Auto,Four-Door Car,475.2
506,JY27336,Oregon,,College,820538.79,85840.0,102.0,1/2/00,Corporate Auto,SUV,138.722385
507,PB54378,Oregon,,Doctor,1958246.89,26463.0,72.0,1/0/00,Corporate Auto,Four-Door Car,345.6
508,SV38190,Nevada,,Bachelor,648152.66,30689.0,81.0,1/0/00,Personal Auto,Four-Door Car,467.24802
509,CV24005,Oregon,,High School or Below,259931.09,29590.0,66.0,1/0/00,Corporate Auto,Two-Door Car,467.503236
510,EX28656,Oregon,,College,983033.76,25965.0,253.0,1/0/00,Personal Auto,Luxury,1214.4
511,CF57022,Oregon,,Bachelor,1044265.14,17269.0,139.0,1/0/00,Personal Auto,SUV,667.2
512,GM16780,Oregon,,College,3605753.7,90330.0,137.0,1/3/00,Corporate Auto,Luxury,192.085299
513,BX94438,California,,High School or Below,847003.68,0.0,113.0,1/0/00,Corporate Auto,SUV,619.973889
514,RM41745,California,,High School or Below,827878.65,0.0,110.0,1/0/00,Personal Auto,Four-Door Car,1002.7825529999999
515,XR70252,California,,High School or Below,478893.26,0.0,67.0,1/1/00,Personal Auto,Two-Door Car,321.6
516,YH92099,Arizona,,Bachelor,308799.99,18558.0,80.0,1/0/00,Special Auto,Four-Door Car,384.0
517,SG81493,Arizona,,Bachelor,444373.62,46384.0,113.0,1/0/00,Corporate Auto,Four-Door Car,251.77457400000003
518,ZX23819,Oregon,,High School or Below,798408.65,0.0,72.0,1/0/00,Personal Auto,Two-Door Car,866.2083210000001
519,FJ54907,Oregon,,College,718097.1,42303.0,180.0,1/0/00,Personal Auto,Luxury,1210.920949
520,CU26127,California,,Bachelor,1565603.43,71731.0,130.0,1/0/00,Corporate Auto,SUV,599.648466
521,YH60476,Oregon,,High School or Below,578018.22,51066.0,74.0,1/0/00,Corporate Auto,Four-Door Car,787.993313
522,ZZ97035,California,,College,2071494.04,0.0,203.0,1/0/00,Corporate Auto,Luxury,2027.7244420000002
523,GE82737,Nevada,,Bachelor,533735.24,0.0,86.0,1/3/00,Personal Auto,Four-Door Car,619.2
524,KY21873,Arizona,,College,505082.62,0.0,69.0,1/0/00,Personal Auto,Two-Door Car,72.852047
525,UA51318,Arizona,,High School or Below,511662.4,26173.0,68.0,1/1/00,Corporate Auto,Four-Door Car,449.81967099999997
526,BV55014,Oregon,,Bachelor,726873.7,24445.0,63.0,1/0/00,Personal Auto,Two-Door Car,302.4
527,HX21307,Oregon,M,College,261661.39,72302.0,66.0,1/0/00,Personal Auto,Two-Door Car,316.8
528,LQ68252,Oregon,M,High School or Below,373843.62,27208.0,102.0,1/0/00,Personal Auto,SUV,489.6
529,CR92802,California,,Master,272535.64,36650.0,69.0,1/1/00,Special Auto,Four-Door Car,56.60333000000001
530,SL35268,Arizona,M,College,545386.12,30855.0,68.0,1/0/00,Corporate Auto,Four-Door Car,259.060862
531,RD62882,Arizona,,Bachelor,684615.03,0.0,95.0,1/0/00,Personal Auto,Two-Door Car,456.0
532,JS42382,Oregon,M,Master,617291.42,99960.0,76.0,1/0/00,Corporate Auto,Four-Door Car,364.8
533,BT30554,Arizona,,Bachelor,1034632.45,0.0,98.0,1/0/00,Personal Auto,Four-Door Car,470.4
534,VP57424,Nevada,,Bachelor,699700.86,55873.0,88.0,1/0/00,Personal Auto,Four-Door Car,299.356083
535,VU19243,Arizona,,High School or Below,419625.77,18052.0,111.0,1/0/00,Personal Auto,Four-Door Car,699.1679
536,TA82973,Oregon,,High School or Below,785810.98,28937.0,104.0,1/2/00,Personal Auto,SUV,117.959654
537,GK71720,Oregon,,High School or Below,606434.4,0.0,86.0,1/0/00,Personal Auto,Four-Door Car,545.2403410000001
538,OQ61223,California,M,College,1749752.2,0.0,73.0,1/0/00,Personal Auto,Two-Door Car,350.4
539,LL62746,Oregon,M,Doctor,897064.73,12829.0,118.0,1/0/00,Personal Auto,SUV,328.231432
540,JQ56711,Oregon,,Master,592311.72,92163.0,73.0,1/0/00,Personal Auto,Two-Door Car,66.56864200000001
541,AW77988,Oregon,M,High School or Below,3585059.94,17588.0,192.0,1/0/00,Personal Auto,Luxury,1382.4
542,QP84605,Washington,,Bachelor,870984.53,41546.0,111.0,1/0/00,Corporate Auto,Four-Door Car,121.306839
543,MY97912,Arizona,M,College,1330933.52,0.0,127.0,1/0/00,Personal Auto,SUV,609.6
544,IB87349,California,,High School or Below,452850.49,70340.0,113.0,1/0/00,Special Auto,Four-Door Car,542.4
545,AW73065,Oregon,,High School or Below,279190.65,0.0,74.0,1/0/00,Personal Auto,Four-Door Car,532.8
546,BW80872,Washington,,High School or Below,443441.12,34549.0,111.0,1/0/00,Personal Auto,Four-Door Car,125.93300500000001
547,PX70175,Arizona,,College,799600.75,93459.0,99.0,1/0/00,Personal Auto,Four-Door Car,655.41333
548,KF75098,Arizona,,Bachelor,512973.9,86148.0,65.0,1/2/00,Personal Auto,Four-Door Car,312.0
549,IS50283,California,,Bachelor,569717.52,27048.0,72.0,1/0/00,Corporate Auto,Four-Door Car,345.6
550,MY64920,Oregon,,College,921713.06,73259.0,115.0,1/0/00,Personal Auto,SUV,673.34265
551,KN34250,Oregon,,College,1020892.76,35482.0,129.0,1/0/00,Corporate Auto,SUV,619.2
552,GN46207,Oregon,,Master,417068.73,29462.0,107.0,1/1/00,Personal Auto,SUV,513.6
553,KL57176,Oregon,,College,450540.58,67801.0,115.0,1/1/00,Personal Auto,SUV,23.810491
554,MN94234,California,,High School or Below,310756.86,0.0,94.0,1/4/00,Personal Auto,Two-Door Car,451.2
555,JY90595,Arizona,,High School or Below,552866.5,16042.0,73.0,1/0/00,Personal Auto,Two-Door Car,350.4
556,HK26543,California,,High School or Below,504586.67,28056.0,64.0,1/1/00,Personal Auto,Four-Door Car,307.2
557,PN86062,California,,High School or Below,296272.25,16495.0,85.0,1/3/00,Corporate Auto,Four-Door Car,408.0
558,VW27730,California,,Master,866595.64,41163.0,108.0,1/0/00,Corporate Auto,SUV,231.922173
559,SH55671,Arizona,,College,1141344.12,0.0,161.0,1/1/00,Personal Auto,Luxury,772.8
560,MO56878,California,,Bachelor,1548843.2,33799.0,109.0,1/3/00,Corporate Auto,SUV,664.980242
561,VO38365,Washington,,College,886114.95,90125.0,110.0,1/0/00,Corporate Auto,SUV,128.645946
562,SV35618,Oregon,,Bachelor,593474.15,87747.0,147.0,1/1/00,Personal Auto,SUV,46.492039
563,RX12347,Nevada,,College,354323.21,35695.0,90.0,1/0/00,Personal Auto,Four-Door Car,432.0
564,FR55658,California,,Master,349002.83,90985.0,87.0,1/0/00,Personal Auto,Four-Door Car,78.085149
565,XS12556,California,,College,368309.99,0.0,101.0,1/0/00,Corporate Auto,Luxury,564.466556
566,ZU73588,California,,College,598977.39,66839.0,154.0,1/0/00,Personal Auto,Luxury,739.2
567,WT43034,California,,High School or Below,1250084.3,0.0,165.0,1/0/00,Personal Auto,SUV,792.0
568,VM13430,Oregon,,Bachelor,860915.82,79090.0,107.0,1/0/00,Corporate Auto,SUV,289.040734
569,TC78849,Oregon,,Bachelor,249745.51,24825.0,64.0,1/0/00,Personal Auto,Two-Door Car,155.938593
570,VC34764,California,,College,701917.72,26806.0,63.0,1/0/00,Personal Auto,Four-Door Car,302.4
571,WO90953,Oregon,,College,538792.63,56835.0,67.0,1/0/00,Personal Auto,Two-Door Car,326.549425
572,IU47468,Oregon,,Bachelor,616555.75,0.0,88.0,1/0/00,Special Auto,Two-Door Car,653.6566799999999
573,KO46064,California,,Bachelor,273020.29,46135.0,69.0,1/0/00,Personal Auto,Four-Door Car,103.935601
574,RB34917,Arizona,,Bachelor,516211.69,0.0,73.0,1/0/00,Personal Auto,Four-Door Car,809.532341
575,BI38192,Oregon,,High School or Below,793706.48,22862.0,67.0,1/0/00,Personal Auto,Two-Door Car,321.6
576,PU18983,Oregon,,High School or Below,860815.72,21450.0,110.0,1/2/00,Personal Auto,Luxury,528.0
577,SW79912,Oregon,,Bachelor,263254.58,95854.0,65.0,1/0/00,Personal Auto,Two-Door Car,312.0
578,ES39217,Oregon,,Bachelor,778500.42,44897.0,99.0,1/1/00,Personal Auto,Four-Door Car,580.7253099999999
579,KP72427,Washington,,High School or Below,2163983.86,64455.0,108.0,1/0/00,Personal Auto,SUV,133.73539499999998
580,UA19178,Oregon,,Master,498082.5,53265.0,62.0,1/0/00,Personal Auto,Four-Door Car,238.00507400000004
581,PR53785,Arizona,,High School or Below,745723.78,0.0,198.0,1/1/00,Personal Auto,Luxury,1577.674417
582,XF57481,Washington,,Master,1064093.93,50450.0,90.0,1/0/00,Personal Auto,Two-Door Car,135.89244399999998
583,CN90378,California,,High School or Below,686250.83,54780.0,88.0,1/3/00,Personal Auto,Four-Door Car,135.26125
584,KI56154,Nevada,,High School or Below,904898.34,0.0,119.0,1/0/00,Personal Auto,Luxury,571.2
585,UI55951,California,,Bachelor,554803.19,67798.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.2
586,FF28650,Oregon,,Bachelor,831268.16,21442.0,118.0,1/0/00,Personal Auto,SUV,566.4
587,FS55302,California,,Bachelor,238998.1,27615.0,62.0,1/1/00,Personal Auto,Four-Door Car,297.6
588,TN79487,California,,Bachelor,445811.34,17622.0,65.0,1/1/00,Personal Auto,Four-Door Car,312.0
589,HG32616,Nevada,,High School or Below,529574.17,50200.0,135.0,1/0/00,Personal Auto,Luxury,637.063458
590,UK41984,Arizona,,Doctor,383960.61,0.0,112.0,1/2/00,Personal Auto,SUV,537.6
591,LZ52266,California,,High School or Below,373150.46,0.0,96.0,1/0/00,Personal Auto,Four-Door Car,460.8
592,PM27367,California,,Master,277890.37,73570.0,70.0,1/1/00,Special Auto,Two-Door Car,75.93609599999999
593,ZK21724,Oregon,,High School or Below,401654.2,0.0,111.0,1/0/00,Personal Auto,SUV,799.2
594,BH35482,Washington,,Doctor,493094.93,70412.0,61.0,1/0/00,Corporate Auto,Two-Door Car,136.29108300000001
595,QE22757,Nevada,,Doctor,249131.7,36631.0,62.0,1/0/00,Personal Auto,Four-Door Car,67.530904
596,ON77649,Oregon,,College,290887.59,35895.0,73.0,1/0/00,Personal Auto,Four-Door Car,312.921256
597,RN82884,Arizona,,College,428294.8,40864.0,109.0,1/1/00,Personal Auto,SUV,166.937747
598,CQ75652,Oregon,,College,834162.37,0.0,118.0,1/0/00,Personal Auto,Four-Door Car,566.4
599,FF58467,Arizona,,Master,509078.13,93018.0,63.0,1/0/00,Personal Auto,Four-Door Car,135.382194
600,BS83666,Oregon,,Bachelor,736618.83,70014.0,62.0,1/0/00,Corporate Auto,Four-Door Car,17.742954
601,WO29605,Oregon,,College,243687.51,48875.0,61.0,1/0/00,Personal Auto,Two-Door Car,1.8383669999999999
602,TL77607,California,,Bachelor,885268.87,67969.0,74.0,1/0/00,Personal Auto,Four-Door Car,197.77600900000002
603,EZ50606,Oregon,,High School or Below,2387547.68,0.0,108.0,1/0/00,Corporate Auto,SUV,612.102262
604,OS39723,Oregon,,Doctor,560049.65,68665.0,69.0,1/0/00,Personal Auto,Two-Door Car,331.2
605,FN69743,California,,College,463654.65,26802.0,66.0,1/1/00,Corporate Auto,Two-Door Car,316.8
606,XW96958,Nevada,,High School or Below,757334.51,0.0,110.0,1/0/00,Corporate Auto,Four-Door Car,1193.036154
607,TU92578,California,,College,1469663.55,45345.0,125.0,1/0/00,Personal Auto,SUV,600.0
608,TL43709,Washington,,Bachelor,897214.03,89689.0,74.0,1/0/00,Personal Auto,Four-Door Car,136.82953700000002
609,YE68736,California,,Bachelor,772484.01,32051.0,193.0,1/1/00,Personal Auto,SUV,926.4
610,OB96537,Oregon,,Master,594667.07,81139.0,74.0,1/0/00,Special Auto,Four-Door Car,392.6364
611,EU68825,Oregon,,Master,800054.51,63834.0,100.0,1/1/00,Personal Auto,Luxury,215.226476
612,CC31456,Arizona,,Bachelor,645756.1,37548.0,81.0,1/0/00,Special Auto,Four-Door Car,160.59866200000002
613,DJ77787,Arizona,,High School or Below,728144.01,0.0,69.0,1/3/00,Personal Auto,Four-Door Car,371.803029
614,LN26837,California,,High School or Below,259243.78,72421.0,65.0,1/0/00,Personal Auto,Four-Door Car,312.0
615,YI92916,Nevada,,Master,467842.34,83102.0,116.0,1/0/00,Corporate Auto,Four-Door Car,443.67039900000003
616,NW54906,Oregon,,College,1386992.71,28432.0,118.0,1/0/00,Personal Auto,SUV,612.300581
617,ME77513,Nevada,,Master,871777.78,83707.0,108.0,1/0/00,Corporate Auto,Four-Door Car,290.391526
618,UK76891,California,,College,523398.68,63259.0,65.0,1/0/00,Corporate Auto,Four-Door Car,316.795337
619,SI26888,Nevada,,High School or Below,476418.97,0.0,67.0,1/0/00,Personal Auto,Four-Door Car,405.527937
620,YD74948,Oregon,,College,247246.92,63860.0,62.0,1/0/00,Personal Auto,Four-Door Car,208.598246
621,HB64268,Washington,,Bachelor,281369.26,43836.0,73.0,1/0/00,Personal Auto,Four-Door Car,138.130879
622,BW52697,California,,College,550505.7,86132.0,68.0,1/0/00,Personal Auto,Two-Door Car,301.437365
623,NL41409,Oregon,,Bachelor,260620.85,28519.0,66.0,1/0/00,Personal Auto,Two-Door Car,456.47311500000006
624,OD69005,Arizona,,High School or Below,1048194.38,39102.0,88.0,1/0/00,Personal Auto,Four-Door Car,152.33856200000002
625,ZZ91716,California,,Bachelor,325676.64,0.0,89.0,1/0/00,Personal Auto,Four-Door Car,491.755368
626,UK70255,California,,College,3047578.05,97298.0,128.0,1/0/00,Personal Auto,Luxury,48.517439
627,QT25383,Nevada,,High School or Below,636490.22,41986.0,84.0,1/2/00,Personal Auto,Two-Door Car,430.37504900000005
628,AW18068,Arizona,,High School or Below,946850.93,0.0,88.0,1/0/00,Personal Auto,Two-Door Car,633.6
629,NS45347,Oregon,,College,563145.19,17291.0,73.0,1/0/00,Personal Auto,Four-Door Car,350.4
630,FV19421,California,,Bachelor,778099.93,0.0,74.0,1/0/00,Personal Auto,Four-Door Car,246.489123
631,XW89091,California,,College,981652.83,37256.0,62.0,1/0/00,Personal Auto,Four-Door Car,128.969729
632,YC11951,Oregon,,High School or Below,751913.36,96306.0,95.0,1/1/00,Corporate Auto,Four-Door Car,185.355353
633,UY18770,California,,Bachelor,1017971.7,14290.0,271.0,1/0/00,Personal Auto,Luxury,1300.8
634,RA49085,California,,College,277283.92,37038.0,71.0,1/1/00,Corporate Auto,Four-Door Car,9.071305
635,BG84194,Oregon,,College,403750.18,90760.0,103.0,1/2/00,Special Auto,SUV,133.475315
636,PT64580,Washington,,Master,419196.61,77048.0,103.0,1/0/00,Personal Auto,SUV,141.199465
637,MR67738,Oregon,,High School or Below,267686.79,54480.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.6
638,DM95829,California,,College,252395.96,16244.0,68.0,1/0/00,Personal Auto,Two-Door Car,623.223617
639,DB75522,California,,College,698840.16,22436.0,89.0,1/0/00,Special Auto,Four-Door Car,427.2
640,LM34525,Washington,,College,874205.78,71592.0,72.0,1/0/00,Personal Auto,Four-Door Car,141.725051
641,WW30771,Arizona,,Master,267331.96,28728.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.6
642,QP65569,Arizona,,High School or Below,1215732.99,57449.0,103.0,1/0/00,Personal Auto,Four-Door Car,494.4
643,TN50051,California,,Doctor,295776.4,83318.0,73.0,1/0/00,Personal Auto,Two-Door Car,211.336937
644,UO86707,Washington,,Bachelor,717390.94,75217.0,61.0,1/1/00,Personal Auto,Four-Door Car,147.08030300000001
645,JA41698,Nevada,,Bachelor,309953.8,0.0,102.0,1/5/00,Corporate Auto,SUV,862.762957
646,NX18774,Oregon,,Bachelor,841568.46,55308.0,107.0,1/0/00,Corporate Auto,SUV,513.6
647,DA69469,Oregon,,College,2684312.45,36068.0,97.0,1/0/00,Personal Auto,Two-Door Car,113.36776499999999
648,CN23147,Oregon,,Bachelor,1305717.07,48804.0,112.0,1/1/00,Corporate Auto,Four-Door Car,537.6
649,RA68844,Oregon,,College,959995.02,0.0,131.0,1/0/00,Personal Auto,SUV,943.2
650,GH42026,Oregon,,Bachelor,853510.89,55790.0,111.0,1/0/00,Personal Auto,SUV,117.672722
651,BD16530,Arizona,,Bachelor,829348.19,70258.0,69.0,1/0/00,Personal Auto,Four-Door Car,225.14594900000003
652,JH91579,Oregon,,Bachelor,684615.03,0.0,95.0,1/0/00,Personal Auto,Two-Door Car,456.0
653,WK23685,Oregon,,Bachelor,663685.98,47274.0,83.0,1/1/00,Corporate Auto,Four-Door Car,182.43256499999998
654,GR62267,Washington,,College,560908.25,44705.0,71.0,1/0/00,Personal Auto,Two-Door Car,148.17315200000002
655,PI78084,Arizona,,High School or Below,507732.09,0.0,73.0,1/0/00,Personal Auto,Two-Door Car,525.6
656,GF97874,Washington,,Master,527562.7,70446.0,65.0,1/0/00,Personal Auto,Four-Door Car,155.57080200000001
657,ZH19885,Washington,,High School or Below,251459.2,43860.0,65.0,1/0/00,Personal Auto,Four-Door Car,156.124914
658,UK25655,Oregon,,Bachelor,343525.01,64348.0,86.0,1/0/00,Personal Auto,Two-Door Car,212.391975
659,QR45101,Oregon,,Bachelor,662461.18,0.0,62.0,1/0/00,Corporate Auto,Two-Door Car,297.6
660,EL93539,California,,Master,575744.23,88997.0,72.0,1/0/00,Special Auto,Four-Door Car,174.041566
661,EE99484,Washington,,High School or Below,251459.2,43860.0,65.0,1/0/00,Corporate Auto,Four-Door Car,156.124914
662,DP46882,California,,High School or Below,288645.16,10312.0,78.0,1/0/00,Corporate Auto,Four-Door Car,486.27855700000003
663,WP41146,California,,High School or Below,534143.88,0.0,72.0,1/1/00,Personal Auto,Four-Door Car,345.6
664,TK60799,Arizona,,High School or Below,416001.81,96263.0,103.0,1/0/00,Personal Auto,SUV,1.924709
665,DN29808,California,,College,284624.54,28919.0,72.0,1/0/00,Corporate Auto,Four-Door Car,518.4
666,SS59521,Oregon,,College,477025.66,0.0,68.0,1/1/00,Personal Auto,Two-Door Car,326.4
667,NG66579,Oregon,,Bachelor,505961.62,41869.0,64.0,1/0/00,Personal Auto,Two-Door Car,262.12205
668,TC14209,Arizona,,High School or Below,909574.46,0.0,128.0,1/0/00,Personal Auto,SUV,921.6
669,ED50963,California,,High School or Below,268886.4,32808.0,68.0,1/1/00,Personal Auto,Four-Door Car,541.695658
670,GP40701,California,,Bachelor,827763.76,79780.0,68.0,1/0/00,Personal Auto,Four-Door Car,326.4
671,CP98451,Oregon,,College,905793.53,91025.0,112.0,1/0/00,Personal Auto,SUV,327.682669
672,NX52648,California,,High School or Below,380175.04,33043.0,95.0,1/0/00,Personal Auto,Two-Door Car,456.0
673,ZC32510,Arizona,,High School or Below,933934.16,69442.0,118.0,1/3/00,Personal Auto,Four-Door Car,1265.5703019999999
674,NG27780,Oregon,,College,252012.32,0.0,70.0,1/0/00,Corporate Auto,Four-Door Car,63.043197
675,HN95240,Arizona,,College,498409.53,0.0,70.0,1/0/00,Corporate Auto,Four-Door Car,336.0
676,EB59129,Oregon,,Bachelor,259574.8,47234.0,65.0,1/0/00,Personal Auto,Four-Door Car,15.631363
677,RA70851,Oregon,,High School or Below,743769.33,86863.0,92.0,1/0/00,Personal Auto,Four-Door Car,441.6
678,PM19162,Oregon,,Bachelor,1453678.76,25805.0,66.0,1/2/00,Personal Auto,Four-Door Car,375.86609100000004
679,MS59005,Nevada,,Bachelor,591330.59,43676.0,76.0,1/0/00,Personal Auto,Four-Door Car,364.8
680,SU71163,Arizona,,College,277166.3,59855.0,74.0,1/4/00,Personal Auto,Two-Door Car,355.2
681,BD35676,Arizona,,Master,2919436.64,35296.0,126.0,1/0/00,Personal Auto,SUV,452.616872
682,NI44621,Oregon,,Master,988038.58,36576.0,125.0,1/1/00,Personal Auto,SUV,113.450122
683,EW33419,California,,High School or Below,1511440.24,28513.0,100.0,1/1/00,Corporate Auto,SUV,480.0
684,HX44948,Oregon,,Bachelor,575991.08,85448.0,72.0,1/0/00,Special Auto,Four-Door Car,16.03451
685,DL36983,Oregon,,High School or Below,849516.42,23791.0,110.0,1/3/00,Personal Auto,Two-Door Car,615.27228
686,XR87264,California,,Bachelor,438118.42,20597.0,112.0,1/0/00,Personal Auto,Four-Door Car,615.256301
687,NN99001,Arizona,,College,699782.74,56940.0,87.0,1/0/00,Personal Auto,Four-Door Car,512.66245
688,XV95530,Oregon,,Bachelor,1143058.85,93210.0,71.0,1/0/00,Personal Auto,Two-Door Car,74.523935
689,OL97871,Oregon,,Bachelor,748248.61,48992.0,94.0,1/1/00,Personal Auto,Four-Door Car,426.072946
690,HQ23708,Arizona,,Master,859691.66,53736.0,71.0,1/0/00,Personal Auto,Two-Door Car,169.287785
691,WR63188,Arizona,,College,785496.08,25378.0,66.0,1/1/00,Personal Auto,Four-Door Car,419.464143
692,NG82219,Oregon,,Bachelor,258240.85,76731.0,64.0,1/0/00,Personal Auto,Four-Door Car,201.455005
693,KU29408,Washington,,Master,907576.82,37722.0,116.0,1/0/00,Corporate Auto,Luxury,158.077504
694,RE46783,California,,Bachelor,411858.86,69379.0,103.0,1/0/00,Personal Auto,Two-Door Car,494.4
695,RU94434,Oregon,,High School or Below,1215732.99,57449.0,103.0,1/0/00,Personal Auto,Four-Door Car,494.4
696,GI82355,Arizona,,Bachelor,515281.96,0.0,68.0,1/0/00,Corporate Auto,Four-Door Car,326.4
697,VO26340,Nevada,,College,651297.65,0.0,93.0,1/0/00,Personal Auto,Two-Door Car,669.6
698,NV61299,Arizona,,Bachelor,2778969.24,33806.0,89.0,1/0/00,Corporate Auto,Four-Door Car,395.729716
699,DX31066,Washington,,College,266727.0,94041.0,66.0,1/0/00,Personal Auto,Four-Door Car,159.756733
700,CY50337,Oregon,,College,1092840.71,74965.0,90.0,1/0/00,Personal Auto,Four-Door Car,58.557552
701,TJ20375,Arizona,,High School or Below,761538.13,34095.0,63.0,1/0/00,Personal Auto,Two-Door Car,302.4
702,EP72155,California,,College,200435.07,0.0,66.0,1/4/00,Personal Auto,Four-Door Car,316.8
703,JJ76159,California,,College,243468.12,96045.0,61.0,1/0/00,Corporate Auto,Four-Door Car,8.582971
704,BG15419,Nevada,,Bachelor,1419536.03,86355.0,118.0,1/0/00,Personal Auto,Luxury,285.418473
705,AO74776,California,,High School or Below,942768.49,27824.0,118.0,1/0/00,Personal Auto,SUV,566.4
706,HQ82233,California,,High School or Below,1198242.09,42995.0,101.0,1/0/00,Personal Auto,SUV,410.50831600000004
707,OL72737,Oregon,,High School or Below,310278.95,21235.0,79.0,1/0/00,Personal Auto,Two-Door Car,244.23135
708,ZQ59828,California,,High School or Below,422263.12,74585.0,106.0,1/0/00,Personal Auto,SUV,218.598065
709,NZ15548,Oregon,,Bachelor,402381.44,41833.0,103.0,1/0/00,Personal Auto,Four-Door Car,643.826716
710,XK61304,California,,College,529715.18,23908.0,70.0,1/0/00,Personal Auto,Four-Door Car,336.0
711,EJ44139,Oregon,,Bachelor,2142363.72,0.0,65.0,1/0/00,Personal Auto,Two-Door Car,312.0
712,CM94425,Arizona,,Bachelor,441620.62,61953.0,113.0,1/0/00,Personal Auto,SUV,497.04729699999996
713,OV54878,California,,Bachelor,463903.52,0.0,142.0,1/0/00,Corporate Auto,SUV,1022.4
714,JF57282,Nevada,,Bachelor,486354.46,0.0,137.0,1/0/00,Personal Auto,SUV,657.6
715,MY37953,Arizona,,Bachelor,2583090.98,73760.0,107.0,1/1/00,Personal Auto,Luxury,230.24577200000002
716,XP64922,Oregon,,College,297431.49,23333.0,74.0,1/0/00,Corporate Auto,Four-Door Car,5.622751
717,WL65572,California,,College,206445.88,0.0,61.0,1/0/00,Personal Auto,Four-Door Car,292.8
718,LN50325,Arizona,,High School or Below,1006460.83,20440.0,128.0,1/2/00,Corporate Auto,Luxury,614.4
719,HJ15383,Washington,,Master,803240.19,27658.0,68.0,1/0/00,Personal Auto,Four-Door Car,160.07526000000001
720,KH59823,California,,College,548921.41,50943.0,139.0,1/0/00,Special Auto,SUV,667.2
721,YM79169,California,,Bachelor,261275.67,19003.0,71.0,1/0/00,Personal Auto,Two-Door Car,34.651305
722,DR38127,California,,College,857346.39,46703.0,108.0,1/0/00,Personal Auto,Four-Door Car,678.100487
723,PU42145,California,,Bachelor,2412750.4,14072.0,71.0,1/0/00,Personal Auto,Four-Door Car,511.2
724,KM33477,Oregon,,College,855038.66,21733.0,73.0,1/0/00,Corporate Auto,Four-Door Car,525.6
725,RI53167,Arizona,,Bachelor,230864.8,20811.0,61.0,1/0/00,Personal Auto,Four-Door Car,292.8
726,OF77789,Arizona,,High School or Below,425462.07,11904.0,61.0,1/2/00,Personal Auto,Two-Door Car,292.8
727,YB33445,Oregon,,College,898285.04,43490.0,114.0,1/4/00,Corporate Auto,SUV,174.588413
728,BA17836,California,,High School or Below,786816.6,57340.0,67.0,1/0/00,Corporate Auto,Four-Door Car,159.391681
729,JS43228,California,,College,770424.87,49088.0,97.0,1/0/00,Corporate Auto,Four-Door Car,698.4
730,BB11622,Nevada,,Master,1055217.0,47761.0,131.0,1/0/00,Personal Auto,SUV,232.711071
731,HQ70429,Washington,,College,1604510.95,0.0,65.0,1/0/00,Personal Auto,Two-Door Car,163.046956
732,WK88044,Arizona,,Bachelor,873783.75,61281.0,110.0,1/0/00,Personal Auto,SUV,79.865605
733,LA80525,Nevada,,Bachelor,545489.07,0.0,82.0,1/1/00,Corporate Auto,Two-Door Car,393.6
734,EH16250,Arizona,,Bachelor,770528.33,25290.0,66.0,1/0/00,Personal Auto,Four-Door Car,382.08589700000005
735,PU41872,Arizona,,High School or Below,703926.24,24239.0,88.0,1/0/00,Personal Auto,Four-Door Car,48.348319000000004
736,HB85743,California,,Bachelor,883808.56,82664.0,114.0,1/3/00,Personal Auto,SUV,133.425609
737,MM71959,Arizona,,Bachelor,873352.73,83210.0,110.0,1/0/00,Personal Auto,Luxury,528.0
738,MB83663,Oregon,,Bachelor,959747.48,38736.0,81.0,1/0/00,Personal Auto,Two-Door Car,561.414794
739,KR43119,California,,College,450666.02,0.0,66.0,1/0/00,Personal Auto,Four-Door Car,316.8
740,KH24214,Oregon,,College,1785797.23,55437.0,64.0,1/1/00,Personal Auto,Four-Door Car,445.287788
741,AC40767,Washington,,Bachelor,249780.82,68041.0,6464.0,1/0/00,Personal Auto,Two-Door Car,165.570243
742,HP55391,Oregon,,Master,542613.62,0.0,71.0,1/0/00,Corporate Auto,Four-Door Car,407.99683999999996
743,EG62398,California,,High School or Below,799814.38,29066.0,100.0,1/0/00,Personal Auto,SUV,844.229478
